bs_id	File ID	File Name	File volume	File location
BS_6687ZNGS	6140c8cbdb2ba8349fb1310a	022803f0-668e-4227-af29-850a91dc5461.call.cns	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/022803f0-668e-4227-af29-850a91dc5461.call.cns
BS_6687ZNGS	6140c8cbdb2ba8349fb1310e	022803f0-668e-4227-af29-850a91dc5461.call.seg	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/022803f0-668e-4227-af29-850a91dc5461.call.seg
BS_6687ZNGS	6140c8cbdb2ba8349fb13116	022803f0-668e-4227-af29-850a91dc5461.controlfreec.CNVs.p.value.txt	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/copy-number-variations/022803f0-668e-4227-af29-850a91dc5461.controlfreec.CNVs.p.value.txt
BS_6687ZNGS	6140c8cbdb2ba8349fb1311a	022803f0-668e-4227-af29-850a91dc5461.controlfreec.info.txt	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/022803f0-668e-4227-af29-850a91dc5461.controlfreec.info.txt
BS_6687ZNGS	6140c8cbdb2ba8349fb13120	022803f0-668e-4227-af29-850a91dc5461.controlfreec.seg	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/022803f0-668e-4227-af29-850a91dc5461.controlfreec.seg
BS_52ETE050	6140c8cadb2ba8349fb13080	04ef64d3-8053-4652-a2af-92e72dcb22c4.call.cns	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/04ef64d3-8053-4652-a2af-92e72dcb22c4.call.cns
BS_52ETE050	6140c8cadb2ba8349fb13086	04ef64d3-8053-4652-a2af-92e72dcb22c4.call.seg	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/04ef64d3-8053-4652-a2af-92e72dcb22c4.call.seg
BS_52ETE050	6140c8cadb2ba8349fb1308a	04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.CNVs.p.value.txt	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/copy-number-variations/04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.CNVs.p.value.txt
BS_52ETE050	6140c8cadb2ba8349fb13092	04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.info.txt	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.info.txt
BS_52ETE050	6140c8cadb2ba8349fb13096	04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.seg	kfdrc-harmonization/sd_m3dbxd12	harmonized-data/workflow-outputs/somatic-mutations/04ef64d3-8053-4652-a2af-92e72dcb22c4.controlfreec.seg
