BS_ID	File ID	File Name	File volume	File location
BS_KN6FCN12	624222e534b2fa43e4345e4f	02c6c25d-36ed-403b-ba46-c5e434186773.cram	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/02c6c25d-36ed-403b-ba46-c5e434186773.cram
BS_KN6FCN12	624222e534b2fa43e4345d2a	02c6c25d-36ed-403b-ba46-c5e434186773.cram.crai	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/02c6c25d-36ed-403b-ba46-c5e434186773.cram.crai
BS_KKDTW11T	624222e534b2fa43e4345e53	04255184-43e6-4f53-be3b-174a31288bf4.Aligned.out.sorted.bai	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/04255184-43e6-4f53-be3b-174a31288bf4.Aligned.out.sorted.bai
BS_KKDTW11T	624222e534b2fa43e4345d18	04255184-43e6-4f53-be3b-174a31288bf4.Aligned.out.sorted.bam	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/04255184-43e6-4f53-be3b-174a31288bf4.Aligned.out.sorted.bam
BS_P78BDBZE	624222e534b2fa43e4345e1f	0539c2de-5955-4da3-bc70-0836317fe21e.cram	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0539c2de-5955-4da3-bc70-0836317fe21e.cram
BS_P78BDBZE	624222e534b2fa43e4345e14	0539c2de-5955-4da3-bc70-0836317fe21e.cram.crai	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0539c2de-5955-4da3-bc70-0836317fe21e.cram.crai
BS_ENX83H9Z	624222e534b2fa43e4345d3a	0c1efe09-1243-4565-85f1-2f4181aef1b3.Aligned.out.sorted.bai	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0c1efe09-1243-4565-85f1-2f4181aef1b3.Aligned.out.sorted.bai
BS_ENX83H9Z	624222e534b2fa43e4345e01	0c1efe09-1243-4565-85f1-2f4181aef1b3.Aligned.out.sorted.bam	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0c1efe09-1243-4565-85f1-2f4181aef1b3.Aligned.out.sorted.bam
BS_91HP99HY	624222e534b2fa43e4345e1b	0d3ecbf0-d30b-4149-9174-d95b8f67528e.cram	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0d3ecbf0-d30b-4149-9174-d95b8f67528e.cram
BS_91HP99HY	624222e534b2fa43e4345dfb	0d3ecbf0-d30b-4149-9174-d95b8f67528e.cram.crai	kfdrc-harmonization/sd_8y99qzjj	harmonized-data/aligned-reads/0d3ecbf0-d30b-4149-9174-d95b8f67528e.cram.crai
